currency_from,currency_to,exchange_rate
HKD,HRK,0.954829
HKD,HTG,14.763228
HKD,HUF,51.675938
HKD,IDR,1916.689438
HKD,ILS,0.445761
HKD,IMP,0.107307
HKD,INR,10.17589
HKD,IQD,185.946563
HKD,IRR,5395.05226
HKD,ISK,17.675672
HKD,JEP,0.107307
HKD,JMD,19.339801
HKD,JOD,0.090321
HKD,JPY,17.703733
HKD,KES,15.057949
HKD,KGS,10.331856
HKD,KHR,520.189399
HKD,KMF,59.18952
HKD,KPW,114.652821
HKD,KRW,167.756822
HKD,KWD,0.039249
HKD,KYD,0.106175
HKD,KZT,61.120849
HKD,LAK,1914.798159
HKD,LBP,192.658971
HKD,LKR,45.990823
HKD,LRD,19.427429
HKD,LSL,2.017848
HKD,LTL,0.376156
HKD,LVL,0.077058
HKD,LYD,0.620895
HKD,MAD,1.317924
HKD,MDL,2.460735
HKD,MGA,523.964731
HKD,MKD,7.835499
HKD,MMK,235.88636
HKD,MNT,400.604602
HKD,MOP,1.030101
HKD,MRO,45.478931
HKD,MUR,5.739021
HKD,MVR,1.955455
HKD,MWK,130.770743
HKD,MXN,2.650922
HKD,MYR,0.566126
HKD,MZN,8.13145
HKD,NAD,2.01792
HKD,NGN,52.909678
HKD,NIO,4.568005
HKD,NOK,1.30331
HKD,NPR,16.271072
HKD,NZD,0.207832
HKD,OMR,0.049045
HKD,PAB,0.127403
HKD,PEN,0.504009
HKD,PGK,0.454681
HKD,PHP,7.175973
HKD,PKR,26.69726
HKD,PLN,0.612329
HKD,PYG,874.16496
HKD,QAR,0.463838
HKD,RON,0.627928
HKD,RSD,14.911874
HKD,RUB,7.423766
HKD,RWF,131.377238
HKD,SAR,0.478218
HKD,SBD,1.039515
HKD,SCR,1.668332
HKD,SDG,58.154279
HKD,SEK,1.347022
HKD,SGD,0.178744
HKD,SHP,0.17547
HKD,SLL,1677.752929
HKD,SOS,74.460455
HKD,SRD,2.864219
HKD,STD,2636.757696
HKD,SVC,1.11478
HKD,SYP,320.07621
HKD,SZL,2.183371
HKD,THB,4.658535
HKD,TJS,1.315426
HKD,TMT,0.447146
HKD,TND,0.390266
HKD,TOP,0.301079
HKD,TRY,2.225424
HKD,TTD,0.862746
HKD,TWD,3.813315
HKD,TZS,297.078199
HKD,UAH,3.761329
HKD,UGX,479.675809
HKD,USD,0.127392
HKD,UYU,5.226698
HKD,UZS,1393.125245
HKD,VND,2983.521205
HKD,VUV,15.146405
HKD,WST,0.34663
HKD,XAF,83.438532
HKD,XAG,0.006904
HKD,XAU,7.4422749e-05
HKD,XCD,0.344283
HKD,XDR,0.097118
HKD,XOF,83.435616
HKD,XPF,14.414428
HKD,YER,31.879822
HKD,ZAR,2.183091
HKD,ZMK,1146.681478
HKD,ZMW,2.090679
HKD,ZWL,41.02018
IDR,AED,0.000244
IDR,AFN,0.005849
IDR,ALL,0.007781
IDR,AMD,0.027425
IDR,ANG,0.00012
IDR,AOA,0.028754
IDR,ARS,0.008508
IDR,AUD,9.8399864e-05
IDR,AWG,0.000119
IDR,AZN,0.000113
IDR,BAM,0.00013
IDR,BBD,0.000134
IDR,BDT,0.006245
IDR,BGN,0.00013
IDR,BHD,2.5055841e-05
IDR,BIF,0.136843
IDR,BMD,6.6464614e-05
IDR,BND,9.331592e-05
IDR,BOB,0.000458
IDR,BRL,0.000361
IDR,BSD,6.6470587e-05
IDR,BTC,3.232e-09
IDR,BTN,0.005306
IDR,BWP,0.000851
IDR,BYN,0.000168
IDR,BYR,1.302706
IDR,BZD,0.000134
IDR,CAD,8.7138439e-05
IDR,CDF,0.133096
IDR,CHF,6.534826e-05
IDR,CLF,2.431242e-06
IDR,CLP,0.067085
IDR,CNY,0.000449
IDR,COP,0.298559
IDR,CRC,0.045567
IDR,CUC,6.6464614e-05
IDR,CUP,0.001761
IDR,CVE,0.007317
IDR,CZK,0.001622
IDR,DJF,0.011812
IDR,DKK,0.000493
IDR,DOP,0.003629
IDR,DZD,0.00978
IDR,EGP,0.001255
IDR,ERN,0.000997
IDR,ETB,0.003469
IDR,EUR,6.6296791e-05
IDR,FJD,0.000148
IDR,FKP,5.5985604e-05
IDR,GBP,5.6140333e-05
IDR,GEL,0.000195
IDR,GGP,5.5985604e-05
IDR,GHS,0.00054
IDR,GIP,5.5985604e-05
IDR,GMD,0.003595
IDR,GNF,0.576845
IDR,GTQ,0.000514
IDR,GYD,0.013907
IDR,HKD,0.000522
IDR,HNL,0.001634
IDR,HRK,0.000498
IDR,HTG,0.007702
IDR,HUF,0.026961
IDR,IDR,1
IDR,ILS,0.000233
IDR,IMP,5.5985604e-05
IDR,INR,0.005309
IDR,IQD,0.097014
IDR,IRR,2.814776
IDR,ISK,0.009222
IDR,JEP,5.5985604e-05
IDR,JMD,0.01009
IDR,JOD,4.7123211e-05
IDR,JPY,0.009237
IDR,KES,0.007856
IDR,KGS,0.00539
IDR,KHR,0.2714
IDR,KMF,0.030881
IDR,KPW,0.059818
IDR,KRW,0.087524
IDR,KWD,2.0477477e-05
IDR,KYD,5.5394921e-05
IDR,KZT,0.031889
IDR,LAK,0.999013
IDR,LBP,0.100517
IDR,LKR,0.023995
IDR,LRD,0.010136
IDR,LSL,0.001053
IDR,LTL,0.000196
IDR,LVL,4.0203763e-05
IDR,LYD,0.000324
IDR,MAD,0.000688
IDR,MDL,0.001284
IDR,MGA,0.27337
IDR,MKD,0.004088
IDR,MMK,0.12307
IDR,MNT,0.209009
IDR,MOP,0.000537
IDR,MRO,0.023728
IDR,MUR,0.002994
IDR,MVR,0.00102
IDR,MWK,0.068227
IDR,MXN,0.001383
IDR,MYR,0.000295
IDR,MZN,0.004242
IDR,NAD,0.001053
IDR,NGN,0.027605
IDR,NIO,0.002383
IDR,NOK,0.00068
IDR,NPR,0.008489
IDR,NZD,0.000108
IDR,OMR,2.5588253e-05
IDR,PAB,6.6470587e-05
IDR,PEN,0.000263
IDR,PGK,0.000237
IDR,PHP,0.003744
IDR,PKR,0.013929
IDR,PLN,0.000319
IDR,PYG,0.456081
IDR,QAR,0.000242
IDR,RON,0.000328
IDR,RSD,0.00778
IDR,RUB,0.003873
IDR,RWF,0.068544
IDR,SAR,0.00025
IDR,SBD,0.000542
IDR,SCR,0.00087
IDR,SDG,0.030341
IDR,SEK,0.000703
IDR,SGD,9.3256423e-05
IDR,SHP,9.1548589e-05
IDR,SLL,0.875339
IDR,SOS,0.038848
IDR,SRD,0.001494
IDR,STD,1.375683
IDR,SVC,0.000582
IDR,SYP,0.166994
IDR,SZL,0.001139
IDR,THB,0.002431
IDR,TJS,0.000686
IDR,TMT,0.000233
IDR,TND,0.000204
IDR,TOP,0.000157
IDR,TRY,0.001161
IDR,TTD,0.00045
IDR,TWD,0.00199
IDR,TZS,0.154995
IDR,UAH,0.001962
IDR,UGX,0.250263
IDR,USD,6.6464614e-05
IDR,UYU,0.002727
IDR,UZS,0.726839
IDR,VND,1.556601
IDR,VUV,0.007902
IDR,WST,0.000181
IDR,XAF,0.043533
IDR,XAG,3.602223e-06
IDR,XAU,3.8829e-08
IDR,XCD,0.00018
IDR,XDR,5.0669728e-05
IDR,XOF,0.043531
IDR,XPF,0.00752
IDR,YER,0.016633
IDR,ZAR,0.001139
IDR,ZMK,0.598261
IDR,ZMW,0.001091
IDR,ZWL,0.021402
INR,AED,0.045983
INR,AFN,1.101647
INR,ALL,1.465626
INR,AMD,5.165716
INR,ANG,0.022564
INR,AOA,5.415928
INR,ARS,1.602607
INR,AUD,0.018534
INR,AWG,0.022503
INR,AZN,0.02128
INR,BAM,0.024447
INR,BBD,0.025279
INR,BDT,1.17626
INR,BGN,0.024424
INR,BHD,0.004719
INR,BIF,25.775144
INR,BMD,0.012519
INR,BND,0.017577
INR,BOB,0.086201
INR,BRL,0.067907
INR,BSD,0.01252
INR,BTC,6.08768e-07
INR,BTN,0.999367
INR,BWP,0.160206
INR,BYN,0.031601
INR,BYR,245.372506
INR,BZD,0.025237
INR,CAD,0.016413
INR,CDF,25.06934
INR,CHF,0.012309
INR,CLF,0.000458
INR,CLP,12.63593
INR,CNY,0.084581
INR,COP,56.235372
INR,CRC,8.582839
INR,CUC,0.012519
INR,CUP,0.331754
INR,CVE,1.378292
INR,CZK,0.305437
INR,DJF,2.224879
INR,DKK,0.092935
INR,DOP,0.683601
INR,DZD,1.842079
INR,EGP,0.236333
INR,ERN,0.187785
INR,ETB,0.653397
INR,EUR,0.012487
INR,FJD,0.027895
INR,FKP,0.010545
INR,GBP,0.010574
INR,GEL,0.036808
INR,GGP,0.010545
INR,GHS,0.101722
INR,GIP,0.010545
INR,GMD,0.677153
INR,GNF,108.65217
INR,GTQ,0.096906
INR,GYD,2.619428
INR,HKD,0.098272
INR,HNL,0.307806
INR,HRK,0.093832
INR,HTG,1.450805
INR,HUF,5.078272
INR,IDR,188.355948
INR,ILS,0.043806
INR,IMP,0.010545
INR,INR,1
INR,IQD,18.273248
INR,IRR,530.179884
INR,ISK,1.737015
INR,JEP,0.010545
INR,JMD,1.900551
INR,JOD,0.008876
INR,JPY,1.739772
INR,KES,1.479767
INR,KGS,1.015327
INR,KHR,51.119793
INR,KMF,5.816643
INR,KPW,11.267105
INR,KRW,16.485715
INR,KWD,0.003857
INR,KYD,0.010434
INR,KZT,6.006438
INR,LAK,188.170089
INR,LBP,18.932886
INR,LKR,4.519587
INR,LRD,1.909163
INR,LSL,0.198297
INR,LTL,0.036965
INR,LVL,0.007573
INR,LYD,0.061016
INR,MAD,0.129514
INR,MDL,0.24182
INR,MGA,51.490801
INR,MKD,0.770006
INR,MMK,23.180907
INR,MNT,39.368016
INR,MOP,0.10123
INR,MRO,4.469283
INR,MUR,0.563982
INR,MVR,0.192165
INR,MWK,12.851037
INR,MXN,0.26051
INR,MYR,0.055634
INR,MZN,0.79909
INR,NAD,0.198304
INR,NGN,5.199513
INR,NIO,0.448905
INR,NOK,0.128078
INR,NPR,1.598983
INR,NZD,0.020424
INR,OMR,0.00482
INR,PAB,0.01252
INR,PEN,0.04953
INR,PGK,0.044682
INR,PHP,0.705194
INR,PKR,2.62358
INR,PLN,0.060174
INR,PYG,85.905503
INR,QAR,0.045582
INR,RON,0.061707
INR,RSD,1.465412
INR,RUB,0.729545
INR,RWF,12.910638
INR,SAR,0.046995
INR,SBD,0.102155
INR,SCR,0.163949
INR,SDG,5.714908
INR,SEK,0.132374
INR,SGD,0.017565
INR,SHP,0.017244
INR,SLL,164.875299
INR,SOS,7.317341
INR,SRD,0.281471
INR,STD,259.118137
INR,SVC,0.109551
INR,SYP,31.45437
INR,SZL,0.214563
INR,THB,0.457801
INR,TJS,0.129269
INR,TMT,0.043942
INR,TND,0.038352
INR,TOP,0.029587
INR,TRY,0.218696
INR,TTD,0.084783
INR,TWD,0.37474
INR,TZS,29.194321
INR,UAH,0.369631
INR,UGX,47.138462
INR,USD,0.012519
INR,UYU,0.513635
INR,UZS,136.904509
INR,VND,293.195107
INR,VUV,1.48846
INR,WST,0.034064
INR,XAF,8.19963
INR,XAG,0.000679
INR,XAU,7.313635e-06
INR,XCD,0.033833
INR,XDR,0.009544
INR,XOF,8.199343
INR,XPF,1.416527
INR,YER,3.132878
INR,ZAR,0.214536
INR,ZMK,112.68611
INR,ZMW,0.205454
INR,ZWL,4.031115
JPY,AED,0.026431
JPY,AFN,0.633214
JPY,ALL,0.842424
JPY,AMD,2.96919
JPY,ANG,0.01297
JPY,AOA,3.11301
JPY,ARS,0.921159
JPY,AUD,0.010653
JPY,AWG,0.012934
JPY,AZN,0.012231
JPY,BAM,0.014052
JPY,BBD,0.01453
JPY,BDT,0.6761
JPY,BGN,0.014039
JPY,BHD,0.002713
JPY,BIF,14.815238
JPY,BMD,0.007196
JPY,BND,0.010103
JPY,BOB,0.049547
JPY,BRL,0.039032
JPY,BSD,0.007196
JPY,BTC,3.49913e-07
JPY,BTN,0.574424
JPY,BWP,0.092084
JPY,BYN,0.018164
JPY,BYR,141.037127
JPY,BZD,0.014506
JPY,CAD,0.009434
JPY,CDF,14.409551
JPY,CHF,0.007075
JPY,CLF,0.000263
JPY,CLP,7.262978
JPY,CNY,0.048616
JPY,COP,32.323407
JPY,CRC,4.933312
JPY,CUC,0.007196
JPY,CUP,0.190688
JPY,CVE,0.792226
JPY,CZK,0.175562
JPY,DJF,1.278833
JPY,DKK,0.053418
JPY,DOP,0.392926
JPY,DZD,1.058805
JPY,EGP,0.135841
JPY,ERN,0.107937
JPY,ETB,0.375564
JPY,EUR,0.007178
JPY,FJD,0.016034
JPY,FKP,0.006061
JPY,GBP,0.006078
JPY,GEL,0.021157
JPY,GGP,0.006061
JPY,GHS,0.058469
JPY,GIP,0.006061
JPY,GMD,0.389219
JPY,GNF,62.451943
JPY,GTQ,0.0557
JPY,GYD,1.505616
JPY,HKD,0.056485
JPY,HNL,0.176923
JPY,HRK,0.053934
JPY,HTG,0.833905
JPY,HUF,2.918929
JPY,IDR,108.264704
JPY,ILS,0.025179
JPY,IMP,0.006061
JPY,INR,0.574788
JPY,IQD,10.50324
JPY,IRR,304.740937
JPY,ISK,0.998415
JPY,JEP,0.006061
JPY,JMD,1.092414
JPY,JOD,0.005102
JPY,JPY,1
JPY,KES,0.850552
JPY,KGS,0.583598
JPY,KHR,29.383034
JPY,KMF,3.343336
JPY,KPW,6.476195
JPY,KRW,9.475788
JPY,KWD,0.002217
JPY,KYD,0.005997
JPY,KZT,3.452427
JPY,LAK,108.157874
JPY,LBP,10.882392
JPY,LKR,2.597804
JPY,LRD,1.097363
JPY,LSL,0.113979
JPY,LTL,0.021247
JPY,LVL,0.004353
JPY,LYD,0.035071
JPY,MAD,0.074443
JPY,MDL,0.138995
JPY,MGA,29.596285
JPY,MKD,0.44259
JPY,MMK,13.324103
JPY,MNT,22.628256
JPY,MOP,0.058186
JPY,MRO,2.568889
JPY,MUR,0.32417
JPY,MVR,0.110454
JPY,MWK,7.38662
JPY,MXN,0.149738
JPY,MYR,0.031978
JPY,MZN,0.459307
JPY,NAD,0.113983
JPY,NGN,2.988617
JPY,NIO,0.258025
JPY,NOK,0.073618
JPY,NPR,0.919076
JPY,NZD,0.011739
JPY,OMR,0.00277
JPY,PAB,0.007196
JPY,PEN,0.028469
JPY,PGK,0.025683
JPY,PHP,0.405337
JPY,PKR,1.508002
JPY,PLN,0.034588
JPY,PYG,49.377436
JPY,QAR,0.0262
JPY,RON,0.035469
JPY,RSD,0.842301
JPY,RUB,0.419333
JPY,RWF,7.420878
JPY,SAR,0.027012
JPY,SBD,0.058717
JPY,SCR,0.094236
JPY,SDG,3.28486
JPY,SEK,0.076087
JPY,SGD,0.010096
JPY,SHP,0.009911
JPY,SLL,94.768313
JPY,SOS,4.205918
JPY,SRD,0.161786
JPY,STD,148.937948
JPY,SVC,0.062969
JPY,SYP,18.079588
JPY,SZL,0.123328
JPY,THB,0.263139
JPY,TJS,0.074302
JPY,TMT,0.025257
JPY,TND,0.022044
JPY,TOP,0.017007
JPY,TRY,0.125704
JPY,TTD,0.048732
JPY,TWD,0.215396
JPY,TZS,16.78054
JPY,UAH,0.21246
JPY,UGX,27.094613
JPY,USD,0.007196
JPY,UYU,0.295231
JPY,UZS,78.691044
JPY,VND,168.524975
JPY,VUV,0.855549
JPY,WST,0.019579
JPY,XAF,4.713047
JPY,XAG,0.00039
JPY,XAU,4.203788e-06
JPY,XCD,0.019447
JPY,XDR,0.005486
JPY,XOF,4.712883
JPY,XPF,0.814203
JPY,YER,1.80074
JPY,ZAR,0.123312
JPY,ZMK,64.770603
JPY,ZMW,0.118093
JPY,ZWL,2.317036
MXN,AED,0.176513
MXN,AFN,4.22881
MXN,ALL,5.625985
MXN,AMD,19.829238
MXN,ANG,0.086616
MXN,AOA,20.78971
MXN,ARS,6.151805
MXN,AUD,0.071146
MXN,AWG,0.08638
MXN,AZN,0.081685
MXN,BAM,0.093844
MXN,BBD,0.097037
MXN,BDT,4.51522
MXN,BGN,0.093754
MXN,BHD,0.018116
MXN,BIF,98.941072
MXN,BMD,0.048056
MXN,BND,0.06747
MXN,BOB,0.330891
MXN,BRL,0.260669
MXN,BSD,0.04806
MXN,BTC,2.336832e-06
MXN,BTN,3.836192
MXN,BWP,0.61497
MXN,BYN,0.121305
MXN,BYR,941.892671
MXN,BZD,0.096873
MXN,CAD,0.063003
MXN,CDF,96.231758
MXN,CHF,0.047249
MXN,CLF,0.001758
MXN,CLP,48.504576
MXN,CNY,0.324674
MXN,COP,215.866422
MXN,CRC,32.946289
MXN,CUC,0.048056
MXN,CUP,1.273477
MXN,CVE,5.290746
MXN,CZK,1.17246
MXN,DJF,8.540473
MXN,DKK,0.356742
MXN,DOP,2.624089
MXN,DZD,7.071048
MXN,EGP,0.907192
MXN,ERN,0.720836
MXN,ETB,2.508144
MXN,EUR,0.047934
MXN,FJD,0.107078
MXN,FKP,0.040479
MXN,GBP,0.040591
MXN,GEL,0.14129
MXN,GGP,0.040479
MXN,GHS,0.390473
MXN,GIP,0.040479
MXN,GMD,2.599336
MXN,GNF,417.074773
MXN,GTQ,0.371985
MXN,GYD,10.055
MXN,HKD,0.377227
MXN,HNL,1.181552
MXN,HRK,0.360187
MXN,HTG,5.569093
MXN,HUF,19.493574
MXN,IDR,723.02757
MXN,ILS,0.168153
MXN,IMP,0.040479
MXN,INR,3.838624
MXN,IQD,70.144119
MXN,IRR,2035.160964
MXN,ISK,6.667746
MXN,JEP,0.040479
MXN,JMD,7.295501
MXN,JOD,0.034071
MXN,JPY,6.678331
MXN,KES,5.680269
MXN,KGS,3.897458
MXN,KHR,196.229639
MXN,KMF,22.327903
MXN,KPW,43.250173
MXN,KRW,63.282452
MXN,KWD,0.014806
MXN,KYD,0.040052
MXN,KZT,23.056452
MXN,LAK,722.314128
MXN,LBP,72.676222
MXN,LKR,17.348994
MXN,LRD,7.328556
MXN,LSL,0.761187
MXN,LTL,0.141896
MXN,LVL,0.029068
MXN,LYD,0.234218
MXN,MAD,0.497157
MXN,MDL,0.928256
MXN,MGA,197.653797
MXN,MKD,2.955764
MXN,MMK,88.982773
MXN,MNT,151.11899
MXN,MOP,0.388582
MXN,MRO,17.155894
MXN,MUR,2.164915
MXN,MVR,0.737651
MXN,MWK,49.330293
MXN,MXN,1
MXN,MYR,0.213558
MXN,MZN,3.067405
MXN,NAD,0.761215
MXN,NGN,19.958975
MXN,NIO,1.723176
MXN,NOK,0.491644
MXN,NPR,6.137892
MXN,NZD,0.0784
MXN,OMR,0.018501
MXN,PAB,0.04806
MXN,PEN,0.190126
MXN,PGK,0.171518
MXN,PHP,2.706973
MXN,PKR,10.070935
MXN,PLN,0.230987
MXN,PYG,329.758882
MXN,QAR,0.174972
MXN,RON,0.236871
MXN,RSD,5.625166
MXN,RUB,2.800447
MXN,RWF,49.55908
MXN,SAR,0.180397
MXN,SBD,0.392133
MXN,SCR,0.62934
MXN,SDG,21.937381
MXN,SEK,0.508133
MXN,SGD,0.067427
MXN,SHP,0.066192
MXN,SLL,632.894197
MXN,SOS,28.088516
MXN,SRD,1.080462
MXN,STD,994.65697
MXN,SVC,0.420526
MXN,SYP,120.741483
MXN,SZL,0.823627
MXN,THB,1.757327
MXN,TJS,0.496214
MXN,TMT,0.168676
MXN,TND,0.147219
MXN,TOP,0.113575
MXN,TRY,0.839491
MXN,TTD,0.325451
MXN,TWD,1.438486
MXN,TZS,112.066005
MXN,UAH,1.418876
MXN,UGX,180.946807
MXN,USD,0.048056
MXN,UYU,1.971653
MXN,UZS,525.524866
MXN,VND,1125.46563
MXN,VUV,5.713637
MXN,WST,0.130758
MXN,XAF,31.475292
MXN,XAG,0.002605
MXN,XAU,2.8074292e-05
MXN,XCD,0.129873
MXN,XDR,0.036636
MXN,XOF,31.474192
MXN,XPF,5.437516
MXN,YER,12.025939
MXN,ZAR,0.823522
MXN,ZMK,432.559551
MXN,ZMW,0.788661
MXN,ZWL,15.473931
SEK,AED,0.347376
SEK,AFN,8.322245
SEK,ALL,11.071868
SEK,AMD,39.023693
SEK,ANG,0.170458
SEK,AOA,40.913889
SEK,ARS,12.106675
SEK,AUD,0.140014
SEK,AWG,0.169995
SEK,AZN,0.160755
SEK,BAM,0.184684
SEK,BBD,0.190967
SEK,BDT,8.885897
SEK,BGN,0.184506
SEK,BHD,0.035652
SEK,BIF,194.714795
SEK,BMD,0.094573
SEK,BND,0.13278
SEK,BOB,0.65119
SEK,BRL,0.512993
SEK,BSD,0.094582
SEK,BTC,4.598857e-06
SEK,BTN,7.549579
SEK,BWP,1.210253
SEK,BYN,0.238727
SEK,BYR,1853.63302
SEK,BZD,0.190646
SEK,CAD,0.12399
SEK,CDF,189.382898
SEK,CHF,0.092985
SEK,CLF,0.003459
SEK,CLP,95.456401
SEK,CNY,0.638955
SEK,COP,424.822425
SEK,CRC,64.837886
SEK,CUC,0.094573
SEK,CUP,2.506188
SEK,CVE,10.412122
SEK,CZK,2.307386
SEK,DJF,16.807544
SEK,DKK,0.702063
SEK,DOP,5.164174
SEK,DZD,13.915735
SEK,EGP,1.785342
SEK,ERN,1.418597
SEK,ETB,4.935996
SEK,EUR,0.094334
SEK,FJD,0.210728
SEK,FKP,0.079662
SEK,GBP,0.079883
SEK,GEL,0.278058
SEK,GGP,0.079662
SEK,GHS,0.768447
SEK,GIP,0.079662
SEK,GMD,5.11546
SEK,GNF,820.797948
SEK,GTQ,0.732061
SEK,GYD,19.788114
SEK,HKD,0.742379
SEK,HNL,2.32528
SEK,HRK,0.708844
SEK,HTG,10.959905
SEK,HUF,38.363111
SEK,IDR,1422.909233
SEK,ILS,0.330924
SEK,IMP,0.079662
SEK,INR,7.554363
SEK,IQD,138.04275
SEK,IRR,4005.171377
SEK,ISK,13.122041
SEK,JEP,0.079662
SEK,JMD,14.357455
SEK,JOD,0.067052
SEK,JPY,13.142873
SEK,KES,11.178699
SEK,KGS,7.670149
SEK,KHR,386.177481
SEK,KMF,43.941034
SEK,KPW,85.115801
SEK,KRW,124.539076
SEK,KWD,0.029138
SEK,KYD,0.078822
SEK,KZT,45.374811
SEK,LAK,1421.505188
SEK,LBP,143.025899
SEK,LKR,34.142603
SEK,LRD,14.422508
SEK,LSL,1.498007
SEK,LTL,0.27925
SEK,LVL,0.057206
SEK,LYD,0.460939
SEK,MAD,0.978398
SEK,MDL,1.826797
SEK,MGA,388.980206
SEK,MKD,5.816907
SEK,MMK,175.116987
SEK,MNT,297.400286
SEK,MOP,0.764725
SEK,MRO,33.762585
SEK,MUR,4.260526
SEK,MVR,1.451688
SEK,MWK,97.081402
SEK,MXN,1.967988
SEK,MYR,0.42028
SEK,MZN,6.036615
SEK,NAD,1.498061
SEK,NGN,39.279013
SEK,NIO,3.391189
SEK,NOK,0.967549
SEK,NPR,12.079295
SEK,NZD,0.15429
SEK,OMR,0.03641
SEK,PAB,0.094582
SEK,PEN,0.374166
SEK,PGK,0.337545
SEK,PHP,5.327289
SEK,PKR,19.819474
SEK,PLN,0.45458
SEK,PYG,648.961364
SEK,QAR,0.344344
SEK,RON,0.46616
SEK,RSD,11.070257
SEK,RUB,5.511245
SEK,RWF,97.531651
SEK,SAR,0.355019
SEK,SBD,0.771714
SEK,SCR,1.238534
SEK,SDG,43.172492
SEK,SEK,1
SEK,SGD,0.132695
SEK,SHP,0.130265
SEK,SLL,1245.527881
SEK,SOS,55.277849
SEK,SRD,2.126335
SEK,STD,1957.472503
SEK,SVC,0.827589
SEK,SYP,237.617731
SEK,SZL,1.620888
SEK,THB,3.458397
SEK,TJS,0.976544
SEK,TMT,0.331952
SEK,TND,0.289725
SEK,TOP,0.223514
SEK,TRY,1.652107
SEK,TTD,0.640484
SEK,TWD,2.830923
SEK,TZS,220.5445
SEK,UAH,2.79233
SEK,UGX,356.101059
SEK,USD,0.094573
SEK,UYU,3.880189
SEK,UZS,1034.226377
SEK,VND,2214.902313
SEK,VUV,11.244367
SEK,WST,0.257331
SEK,XAF,61.942981
SEK,XAG,0.005126
SEK,XAU,5.5249857e-05
SEK,XCD,0.255589
SEK,XDR,0.072098
SEK,XOF,61.940817
SEK,XPF,10.700963
SEK,YER,23.666898
SEK,ZAR,1.62068
SEK,ZMK,851.271797
SEK,ZMW,1.552076
SEK,ZWL,30.452504
SGD,AED,2.617845
SGD,AFN,62.716895
SGD,ALL,83.438206
SGD,AMD,294.084688
SGD,ANG,1.284583
SGD,AOA,308.32931
SGD,ARS,91.236569
SGD,AUD,1.055154
SGD,AWG,1.281093
SGD,AZN,1.211456
SGD,BAM,1.391786
SGD,BBD,1.439137
SGD,BDT,66.964607
SGD,BGN,1.39045
SGD,BHD,0.268677
SGD,BIF,1467.381362
SGD,BMD,0.712708
SGD,BND,1.000638
SGD,BOB,4.907403
SGD,BRL,3.865942
SGD,BSD,0.712772
SGD,BTC,3.4657239e-05
SGD,BTN,56.894037
SGD,BWP,9.12053
SGD,BYN,1.799063
SGD,BYR,13969.080022
SGD,BZD,1.436717
SGD,CAD,0.934396
SGD,CDF,1427.199897
SGD,CHF,0.700737
SGD,CLF,0.026071
SGD,CLP,719.364669
SGD,CNY,4.815199
SGD,COP,3201.485074
SGD,CRC,488.621861
SGD,CUC,0.712708
SGD,CUP,18.886766
SGD,CVE,78.46632
SGD,CZK,17.388585
SGD,DJF,126.662571
SGD,DKK,5.290788
SGD,DOP,38.917495
SGD,DZD,104.869743
SGD,EGP,13.454434
SGD,ERN,10.690622
SGD,ETB,37.197939
SGD,EUR,0.710909
SGD,FJD,1.588055
SGD,FKP,0.60034
SGD,GBP,0.602
SGD,GEL,2.095459
SGD,GGP,0.60034
SGD,GHS,5.791058
SGD,GIP,0.60034
SGD,GMD,38.550387
SGD,GNF,6185.578315
SGD,GTQ,5.516852
SGD,GYD,149.124309
SGD,HKD,5.594606
SGD,HNL,17.523441
SGD,HRK,5.34189
SGD,HTG,82.594443
SGD,HUF,289.106505
SGD,IDR,10723.121958
SGD,ILS,2.493859
SGD,IMP,0.60034
SGD,INR,56.930095
SGD,IQD,1040.297729
SGD,IRR,30183.190982
SGD,ISK,98.888417
SGD,JEP,0.60034
SGD,JMD,108.198564
SGD,JOD,0.505308
SGD,JPY,99.04541
SGD,KES,84.24329
SGD,KGS,57.802664
SGD,KHR,2910.254656
SGD,KMF,331.142038
SGD,KPW,641.437342
SGD,KRW,938.533301
SGD,KWD,0.219582
SGD,KYD,0.594006
SGD,KZT,341.94706
SGD,LAK,10712.541
SGD,LBP,1077.851009
SGD,LKR,257.300528
SGD,LRD,108.688807
SGD,LSL,11.289065
SGD,LTL,2.104442
SGD,LVL,0.43111
SGD,LYD,3.473661
SGD,MAD,7.373263
SGD,MDL,13.766841
SGD,MGA,2931.376152
SGD,MKD,43.836531
SGD,MMK,1319.691214
SGD,MNT,2241.224851
SGD,MOP,5.763009
SGD,MRO,254.436692
SGD,MUR,32.107558
SGD,MVR,10.939998
SGD,MWK,731.610765
SGD,MXN,14.830862
SGD,MYR,3.167252
SGD,MZN,45.492259
SGD,NAD,11.28947
SGD,NGN,296.008795
SGD,NIO,25.556186
SGD,NOK,7.291504
SGD,NPR,91.030232
SGD,NZD,1.162741
SGD,OMR,0.274386
SGD,PAB,0.712772
SGD,PEN,2.819734
SGD,PGK,2.54376
SGD,PHP,40.146743
SGD,PKR,149.360645
SGD,PLN,3.425739
SGD,PYG,4890.608406
SGD,QAR,2.594992
SGD,RON,3.513008
SGD,RSD,83.42606
SGD,RUB,41.533046
SGD,RWF,735.003868
SGD,SAR,2.675439
SGD,SBD,5.815676
SGD,SCR,9.333659
SGD,SDG,325.350269
SGD,SEK,7.536055
SGD,SGD,1
SGD,SHP,0.981687
SGD,SLL,9386.366366
SGD,SOS,416.576897
SGD,SRD,16.024176
SGD,STD,14751.620051
SGD,SVC,6.236757
SGD,SYP,1790.70024
SGD,SZL,12.215099
